0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.84,1.26,2.81,5.76,9.97,15.58,22.74,30.6,39.58,49.13,58.67,68.36,77.48,85.9,94.18,101.34,107.8,113.7,118.47,122.96,126.61,129.84,132.93,136.02,139.39,142.9,146.83,150.76,155.4,160.31,165.93,171.68,178,184.32,190.92,197.52,204.11,210.57,217.17,223.35,229.38,235.28,241.04,246.65,252.41,257.88,263.36,268.55,273.75,278.8,283.85,289.05,294.1,298.88,303.37,307.58,311.23,314.46,316.71,317.97,318.81,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23,319.23
5116,5153,5193,5233,5273,5313,5353,5393,5433,5473,5513,5553,5594,5634,5673,5713,5753,5793,5833,5873,5913,5953,5993,6033,6073,6114,6154,6194,6234,6274,6313,6353,6393,6433,6473,6513,6553,6593,6634,6674,6714,6754,6794,6834,6874,6914,6953,6993,7033,7073,7114,7154,7194,7234,7274,7314,7354,7394,7434,7474,7514,7554,7593,7634,7674,7714,7754,7794,7834,7874,7914,7954,7994,8034,8074,8114,8155,8195,8235,8274,8314,8354,8394,8434,8474,8514,8554,8594,8634,8675,8715,8755,8795,8835,8875,8914,8954,8994,9034,9074,9114,9154,9195,9235,9275,9315,9355,9395,9435,9475,9515,9554,9594,9634,9675,9715,9755,9795,9835,9875,9915,9955,9995,10035,10075,10115,10155,10195,10235,10275,10315,10355,10395,10435,10475,10515,10555,10595,10635,10675,10716,10756,10796,10835,10875,10915,10955,10995,11035,11075
0,-1.68,-5.34,-9.69,-14.32,-18.53,-23.45,-28.36,-33.55,-39.59,-45.21,-50.4,-55.74,-61.21,-66.55,-72.16,-77.5,-82.69,-88.31,-93.5,-98.7,-104.31,-109.65,-114.98,-120.6,-125.79,-131.13,-136.61,-141.94,-147.14,-152.61,-158.09,-163.42,-168.9,-174.09,-179.57,-184.76,-190.1,-195.43,-200.77,-206.25,-211.58,-216.92,-222.25,-227.73,-233.06,-238.26,-243.45,-248.93,-254.12,-259.6,-264.79,-270.13,-275.18,-280.66,-285.85,-291.33,-296.67,-301.86,-307.2,-309.16,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3,-309.3
7351,7388,7428,7468,7507,7547,7587,7627,7667,7707,7747,7788,7828,7868,7908,7948,7988,8028,8068,8108,8147,8187,8227,8267,8308,8348,8388,8428,8468,8508,8548,8588,8628,8668,8708,8748,8787,8828,8868,8908,8948,8988,9028,9068,9108,9148,9188,9228,9268,9308,9349,9389,9428,9468,9508,9548,9588,9628,9668,9708,9748,9788,9829,9869,9909,9949,9989,10029,10068,10108,10148,10188,10228,10268,10308,10349,10389,10429,10469,10509,10549,10589,10629,10669,10708,10748,10788,10828,10869,10909,10949,10989,11029,11069,11109,11149,11189,11229,11269,11309,11348,11389,11429,11469,11509,11549,11589,11629,11669,11709,11749,11789,11829,11869,11910,11950,11990,12029,12069,12109,12149,12189,12229,12269,12309,12349,12390,12430,12470,12510,12550,12590,12630,12669,12709,12749,12789,12829,12869,12910,12950,12990,13030,13070,13110,13150,13190,13230,13270,13309
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,-0.14,-0.14,-0.14,0.14,1.26,2.39,4.77,8.28,12.92,19.52,26.68,35.1,44.37,54.48,64.3,74.27,83.68,92.25,100.39,107.69,113.73,119.62,125.1,129.59,133.66,137.46,141.11,144.34,147.99,151.36,155.15,159.5,163.99,168.77,173.4,178.59,184.21,189.82,195.44,201.47,207.37,213.97,220.42,226.88,233.33,239.65,246.25,252.7,259.16,265.61,272.07,278.25,284.14,290.32,295.65,300.84,305.89,309.96,313.75,316.98,319.65,321.61,323.15,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44,323.44
5311,5351,5391,5431,5471,5511,5551,5591,5630,5670,5710,5750,5790,5830,5871,5911,5951,5991,6031,6071,6111,6151,6191,6231,6270,6310,6351,6391,6431,6471,6511,6551,6591,6631,6671,6711,6751,6791,6831,6872,6912,6951,6991,7031,7071,7111,7151,7191,7231,7271,7311,7351,7392,7432,7472,7512,7552,7591,7631,7671,7711,7751,7791,7831,7871,7912,7952,7992,8032,8072,8112,8152,8192,8231,8271,8311,8351,8391,8432,8472,8512,8552,8592,8632,8672,8712,8752,8792,8832,8871,8912,8952,8992,9032,9072,9112,9152,9192,9232,9272,9312,9352,9392,9433,9473,9512,9552,9592,9632,9672,9712,9752,9792,9832,9872,9912,9953,9993,10033,10073,10113,10152,10192,10232,10272,10312,10352,10392,10432,10473,10513,10553,10593,10633,10673,10713,10753,10792,10832,10872,10912,10952,10993,11033,11073,11113,11153,11193,11233,11273
0,-1.54,-5.05,-9.13,-13.34,-17.69,-22.46,-27.38,-32.99,-38.47,-43.67,-49.28,-54.62,-59.95,-65.43,-70.9,-76.38,-81.85,-87.19,-92.52,-98,-103.34,-108.67,-114.15,-119.62,-124.96,-130.29,-135.49,-140.96,-146.16,-151.63,-156.97,-162.17,-167.5,-172.84,-178.31,-183.65,-188.98,-194.32,-199.65,-205.13,-210.46,-215.94,-221.13,-226.47,-231.67,-236.72,-242.2,-247.67,-253.15,-258.62,-263.96,-269.29,-274.63,-279.96,-285.02,-290.35,-295.97,-301.31,-306.5,-308.47,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75,-308.75
7351,7388,7428,7468,7507,7547,7587,7627,7667,7707,7747,7788,7828,7868,7908,7948,7988,8028,8068,8108,8147,8187,8227,8267,8308,8348,8388,8428,8468,8508,8548,8588,8628,8668,8708,8748,8787,8828,8868,8908,8948,8988,9028,9068,9108,9148,9188,9228,9268,9308,9349,9389,9428,9468,9508,9548,9588,9628,9668,9708,9748,9788,9829,9869,9909,9949,9989,10029,10068,10108,10148,10188,10228,10268,10308,10349,10389,10429,10469,10509,10549,10589,10629,10669,10708,10748,10788,10828,10869,10909,10949,10989,11029,11069,11109,11149,11189,11229,11269,11309,11348,11389,11429,11469,11509,11549,11589,11629,11669,11709,11749,11789,11829,11869,11910,11950,11990,12029,12069,12109,12149,12189,12229,12269,12309,12349,12390,12430,12470,12510,12550,12590,12630,12669,12709,12749,12789,12829,12869,12910,12950,12990,13030,13070,13110,13150,13190,13230,13270,13309
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.56,0.7,1.26,3.37,6.46,10.39,16.42,23.86,32.14,42.24,53.32,64.82,75.9,86.83,96.79,105.62,114.03,120.63,126.24,131.57,135.07,138.3,141.38,143.91,146.72,149.24,151.49,154.15,157.51,161.3,165.08,169.57,174.75,179.94,185.54,191.7,198.56,205.98,213.55,221.39,229.09,237.08,245.2,253.46,261.71,269.69,277.95,286.07,293.34,300.62,307.62,314.19,320.07,325.8,331.26,336.43,341.05,344.69,348.04,350.84,352.66,353.91,354.47,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61,354.61
5448,5487,5527,5567,5608,5648,5688,5728,5768,5808,5848,5888,5927,5967,6007,6047,6087,6128,6168,6208,6248,6288,6328,6368,6408,6448,6488,6528,6567,6607,6648,6688,6728,6768,6808,6848,6888,6928,6968,7008,7048,7088,7128,7169,7208,7248,7288,7328,7368,7408,7448,7488,7528,7568,7608,7648,7689,7729,7769,7809,7848,7888,7928,7968,8008,8048,8088,8128,8169,8209,8249,8289,8329,8369,8409,8449,8488,8528,8568,8608,8648,8689,8729,8769,8809,8849,8889,8929,8969,9009,9049,9089,9128,9168,9209,9249,9289,9329,9369,9409,9449,9489,9529,9569,9609,9649,9689,9730,9769,9809,9849,9889,9929,9969,10009,10049,10089,10129,10169,10209,10250,10290,10330,10370,10409,10449,10489,10529,10569,10609,10649,10689,10730,10770,10810,10850,10890,10930,10970,11010,11049,11089,11129,11169,11209,11250,11290,11330,11370,11410
0,-1.68,-5.05,-9.13,-13.48,-17.55,-22.32,-27.24,-32.85,-38.61,-43.8,-49.14,-54.33,-59.81,-65.29,-70.76,-76.24,-81.57,-86.91,-92.24,-97.72,-103.05,-108.25,-113.58,-118.92,-124.39,-129.87,-135.07,-140.4,-145.74,-151.21,-156.41,-161.74,-166.8,-172.13,-177.33,-182.8,-188.42,-193.61,-198.95,-204.42,-209.9,-215.09,-220.43,-225.77,-231.1,-236.16,-241.21,-246.55,-251.74,-256.79,-262.27,-267.75,-272.94,-278,-283.33,-288.67,-294,-299.2,-304.67,-309.87,-311.83,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69,-311.69
7351,7388,7428,7468,7507,7547,7587,7627,7667,7707,7747,7788,7828,7868,7908,7948,7988,8028,8068,8108,8147,8187,8227,8267,8308,8348,8388,8428,8468,8508,8548,8588,8628,8668,8708,8748,8787,8828,8868,8908,8948,8988,9028,9068,9108,9148,9188,9228,9268,9308,9349,9389,9428,9468,9508,9548,9588,9628,9668,9708,9748,9788,9829,9869,9909,9949,9989,10029,10068,10108,10148,10188,10228,10268,10308,10349,10389,10429,10469,10509,10549,10589,10629,10669,10708,10748,10788,10828,10869,10909,10949,10989,11029,11069,11109,11149,11189,11229,11269,11309,11348,11389,11429,11469,11509,11549,11589,11629,11669,11709,11749,11789,11829,11869,11910,11950,11990,12029,12069,12109,12149,12189,12229,12269,12309,12349,12390,12430,12470,12510,12550,12590,12630,12669,12709,12749,12789,12829,12869,12910,12950,12990,13030,13070,13110,13150,13190,13230,13270,13309
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,2.81,6.04,11.23,17.82,25.54,34.52,43.93,54.03,64.42,74.95,84.5,94.04,103.17,110.89,117.91,124.65,131.11,136.45,141.22,145.71,149.92,153.58,157.23,161.16,164.95,168.74,173.37,178.01,182.92,187.83,193.45,199.91,206.37,213.39,220.55,227.99,235.99,244.28,252.7,261.27,270.25,280.08,290.47,301.42,312.51,324.03,336.1,348.74,361.52,374.29,386.65,395.35,402.23,407.15,411.64,415.99,420.2,424.13,428.2,431.85,434.79,438.16,441.8,445.16,449.5,454.26,459.17,463.24,467.13,470.69,474.47,478.28,481.6,484.78,489.36,501.64,518.74,536.24,551.1,568.82,587.55,604.08
5161,5200,5240,5280,5320,5360,5400,5440,5480,5520,5560,5600,5640,5681,5721,5761,5800,5840,5880,5920,5960,6000,6040,6080,6120,6161,6201,6241,6281,6321,6361,6401,6440,6480,6520,6560,6600,6640,6681,6721,6761,6801,6841,6881,6921,6961,7001,7041,7080,7120,7160,7201,7241,7281,7321,7361,7401,7441,7481,7521,7561,7601,7641,7681,7721,7761,7801,7841,7881,7921,7961,8001,8041,8081,8121,8161,8201,8242,8282,8322,8361,8401,8441,8481,8521,8561,8601,8641,8681,8722,8762,8802,8842,8882,8922,8962,9001,9041,9081,9121,9161,9201,9242,9282,9322,9362,9402,9442,9482,9522,9562,9602,9641,9681,9721,9762,9802,9842,9882,9922,9962,10002,10042,10082,10122,10162,10202,10242,10283,10322,10362,10402,10442,10482,10522,10562,10602,10642,10682,10722,10762,10803,10843,10883,10923,10962,11002,11042,11082,11122
0,-1.68,-5.34,-9.83,-14.46,-19.23,-24.01,-29.06,-34.12,-39.73,-45.63,-51.11,-56.3,-61.35,-66.83,-72.17,-77.64,-82.98,-88.17,-93.65,-98.98,-104.32,-109.93,-115.13,-120.46,-125.94,-131.13,-136.47,-141.8,-147.14,-152.33,-157.67,-162.72,-168.2,-173.53,-178.87,-184.06,-189.4,-195.02,-200.07,-205.41,-210.74,-215.66,-220.99,-226.19,-231.52,-236.72,-242.05,-247.53,-252.72,-257.92,-263.39,-268.59,-273.92,-279.26,-284.73,-289.93,-295.4,-300.74,-305.79,-307.48,-307.76,-307.76,-307.76,-308.18,-308.88,-309.3,-309.59,-310.29,-311.13,-311.83,-312.53,-312.53,-312.53,-312.53,-312.53,-312.53,-312.53,-312.53,-312.53,-312.67,-313.09,-313.5,-314.2,-314.9,-315.73,-316.28,-316.97,-317.79,-318.06,-318.2,-318.34,-318.34,-318.75,-318.75,-318.75,-318.88,-319.16,-319.16,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02,-319.02
7351,7388,7428,7468,7507,7547,7587,7627,7667,7707,7747,7788,7828,7868,7908,7948,7988,8028,8068,8108,8147,8187,8227,8267,8308,8348,8388,8428,8468,8508,8548,8588,8628,8668,8708,8748,8787,8828,8868,8908,8948,8988,9028,9068,9108,9148,9188,9228,9268,9308,9349,9389,9428,9468,9508,9548,9588,9628,9668,9708,9748,9788,9829,9869,9909,9949,9989,10029,10068,10108,10148,10188,10228,10268,10308,10349,10389,10429,10469,10509,10549,10589,10629,10669,10708,10748,10788,10828,10869,10909,10949,10989,11029,11069,11109,11149,11189,11229,11269,11309,11348,11389,11429,11469,11509,11549,11589,11629,11669,11709,11749,11789,11829,11869,11910,11950,11990,12029,12069,12109,12149,12189,12229,12269,12309,12349,12390,12430,12470,12510,12550,12590,12630,12669,12709,12749,12789,12829,12869,12910,12950,12990,13030,13070,13110,13150,13190,13230,13270,13309
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,-0.14,-0.14,-0.14,-0.14,0,0,0.28,1.4,3.37,5.9,10.39,16.14,23.16,31.44,40.57,50.68,61.06,72.01,82.54,92.37,101.5,109.08,116.38,122.42,127.19,131.69,135.62,138.29,140.67,143.62,146.29,148.82,151.76,155.13,159.07,163.84,168.89,174.23,180.13,186.3,192.48,199.08,205.68,212.56,219.58,226.74,233.62,240.78,247.24,253.56,259.73,265.49,270.82,276.02,280.65,285.29,289.5,293.85,298.2,302.56,306.49,309.86,312.67,314.91,316.46,317.86,318.56,318.98,318.98,318.98,318.98,318.98,318.98,318.98,318.98,318.98,318.98,318.98,318.98,318.98,318.98,318.98,318.98,318.98,319.12,319.12,319.12,319.12,319.12,319.12,319.12,319.12,319.12,319.12,319.12,319.12,319.12
5508,5544,5584,5624,5664,5704,5744,5784,5824,5864,5904,5944,5984,6025,6065,6105,6145,6184,6224,6264,6304,6344,6384,6424,6464,6504,6545,6585,6625,6665,6705,6745,6785,6824,6864,6904,6944,6984,7024,7065,7105,7145,7185,7225,7265,7305,7345,7385,7425,7464,7504,7544,7585,7625,7665,7705,7745,7785,7825,7865,7905,7945,7985,8025,8065,8105,8145,8185,8225,8265,8305,8345,8385,8425,8465,8505,8545,8586,8626,8666,8706,8745,8785,8825,8865,8905,8945,8985,9025,9065,9106,9146,9186,9226,9266,9306,9346,9385,9425,9465,9505,9545,9585,9626,9666,9706,9746,9786,9826,9866,9906,9946,9986,10025,10065,10105,10146,10186,10226,10266,10306,10346,10386,10426,10466,10506,10546,10586,10626,10667,10706,10746,10786,10826,10866,10906,10946,10986,11026,11066,11106,11147,11187,11227,11267,11307,11346,11386,11426,11466
0,-1.68,-5.19,-9.41,-14.04,-18.39,-23.02,-27.94,-32.99,-38.61,-44.37,-49.84,-55.18,-60.79,-66.27,-71.6,-76.94,-82.42,-87.75,-93.23,-98.56,-104.18,-109.23,-114.15,-119.34,-124.68,-129.73,-134.93,-140.4,-145.74,-150.93,-156.13,-161.6,-166.66,-171.99,-177.33,-182.94,-188.14,-193.47,-198.95,-204.42,-209.76,-215.24,-220.57,-225.77,-230.82,-236.02,-241.63,-247.11,-252.44,-257.78,-263.11,-268.31,-273.64,-278.98,-284.17,-289.65,-294.99,-300.46,-305.94,-307.62,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76
7351,7388,7428,7468,7507,7547,7587,7627,7667,7707,7747,7788,7828,7868,7908,7948,7988,8028,8068,8108,8147,8187,8227,8267,8308,8348,8388,8428,8468,8508,8548,8588,8628,8668,8708,8748,8787,8828,8868,8908,8948,8988,9028,9068,9108,9148,9188,9228,9268,9308,9349,9389,9428,9468,9508,9548,9588,9628,9668,9708,9748,9788,9829,9869,9909,9949,9989,10029,10068,10108,10148,10188,10228,10268,10308,10349,10389,10429,10469,10509,10549,10589,10629,10669,10708,10748,10788,10828,10869,10909,10949,10989,11029,11069,11109,11149,11189,11229,11269,11309,11348,11389,11429,11469,11509,11549,11589,11629,11669,11709,11749,11789,11829,11869,11910,11950,11990,12029,12069,12109,12149,12189,12229,12269,12309,12349,12390,12430,12470,12510,12550,12590,12630,12669,12709,12749,12789,12829,12869,12910,12950,12990,13030,13070,13110,13150,13190,13230,13270,13309
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,-0.14,-0.14,-0.14,-0.14,0.28,2.25,4.91,8.42,13.48,19.65,27.09,35.23,43.79,52.92,61.9,70.75,79.73,87.74,94.76,101.64,107.25,112.87,117.92,122.42,127.05,131.26,135.05,138.7,142.49,146.29,150.5,154.57,159.34,164.11,169.31,174.78,180.4,186.44,192.47,198.37,204.4,210.44,216.62,222.93,229.25,235.56,241.88,247.63,253.53,259.14,264.34,269.25,274.02,278.66,282.87,287.22,291.85,296.76,301.54,305.75,309.96,313.75,316.7,319.36,321.61,323.85,324.97,325.68,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,325.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
