0,0,-1.12,-3.93,-7.02,-11.23,-16.01,-20.92,-25.97,-31.31,-36.36,-41.56,-46.75,-52.09,-57.7,-63.04,-68.51,-73.85,-79.19,-84.52,-89.72,-95.05,-100.39,-105.58,-110.78,-115.97,-121.31,-126.5,-131.41,-136.61,-141.8,-146.86,-152.19,-157.39,-162.58,-167.92,-173.25,-178.59,-183.78,-188.84,-194.17,-199.37,-204.42,-209.48,-214.81,-220.01,-225.06,-230.12,-235.31,-240.37,-245.42,-250.33,-255.25,-260.44,-265.36,-270.69,-275.89,-281.08,-286.14,-291.33,-296.67,-301.72,-306.78,-308.04,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76,-307.76
5000,12350,12387,12428,12468,12508,12548,12588,12627,12667,12707,12747,12787,12827,12867,12907,12948,12988,13028,13068,13108,13148,13188,13228,13267,13307,13347,13387,13428,13468,13508,13548,13588,13628,13668,13708,13748,13788,13828,13868,13907,13948,13988,14028,14068,14108,14148,14188,14228,14268,14308,14348,14388,14428,14469,14509,14548,14588,14628,14668,14708,14748,14788,14828,14868,14908,14948,14989,15029,15069,15109,15149,15188,15228,15268,15308,15348,15388,15428,15468,15509,15549,15589,15629,15669,15709,15749,15789,15828,15868,15908,15948,15989,16029,16069,16109,16149,16189,16229,16269,16309,16349,16389,16429,16468,16509,16549,16589,16629,16669,16709,16749,16789,16829,16869,16909,16949,16989,17030,17070,17110,17149,17189,17229,17269,17309,17349,17389,17429,17469,17509,17550,17590,17630,17670,17710,17750,17789,17829,17869,17909,17949,17989,18029,18070,18110,18150,18190,18230,18270,18310,20000
0,0,0,0,0,0,0,0,0,0,0.56,1.4,2.81,4.35,5.89,7.44,8.98,10.52,12.91,15.57,18.79,22.16,25.38,28.47,31.69,34.21,36.18,37.86,38.56,38.98,39.12,38.98,38.98,38.98,38.98,38.98,38.7,38.14,37.72,37.44,37.44,37.44,37.44,37.44,37.3,37.3,36.74,36.04,35.2,34.51,33.95,32.98,31.87,30.62,29.51,28.68,28.13,27.85,27.43,27.29,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,27.57,29.79,32.97,36.15,39.75,43.34,46.93,50.8,54.81,58.96,62.83,66.7,70.56,75.54,85.89,99.14,114.05,129.64,146.08,162.22,178.93,195.38,211.81,228.51,245.63,262.76,280.02,297.7,313.73,321.47,325.34,326.45,323.96,320.24,315.69,310.18,304.26,297.8,291.19,285,280.45,276.32,273.02,269.71,266.55,263.39,260.36,257.47,254.18,251.02,247.85,247.3,249.65,254.46,259.7,265.62,271.54,277.73,283.92,289.84,295.89,302.21,308.54,318.98,332.57,347.78,363.91,380.58,396.98,408.05,416.67,417.9,417.9
5000,10034,10072,10112,10151,10191,10231,10271,10311,10351,10391,10431,10471,10511,10552,10592,10632,10672,10712,10752,10791,10831,10871,10911,10951,10991,11031,11072,11112,11152,11192,11232,11272,11312,11352,11392,11431,11471,11511,11551,11592,11632,11672,11712,11752,11792,11832,11872,11912,11952,11992,12032,12071,12112,12152,12192,12232,12272,12312,12352,12392,12432,12472,12512,12552,12593,12633,12673,12712,12752,12792,12832,12872,12912,12952,12992,13032,13072,13113,13153,13193,13233,13273,13313,13352,13392,13432,13472,13512,13552,13592,13633,13673,13713,13753,13793,13833,13873,13913,13953,13992,14032,14072,14112,14153,14193,14233,14273,14313,14353,14393,14433,14473,14513,14553,14593,14632,14673,14713,14753,14793,14833,14873,14913,14953,14993,15033,15073,15113,15154,15194,15234,15273,15313,15353,15393,15433,15473,15513,15553,15593,15633,15674,15714,15754,15794,15834,15874,15913,15953,15993,20000
0,0,-1.68,-4.91,-7.86,-11.65,-16.29,-20.92,-25.83,-30.89,-35.8,-41,-46.19,-51.39,-56.44,-61.49,-66.55,-71.74,-76.94,-82.27,-87.33,-92.52,-97.72,-102.91,-107.97,-113.02,-118.08,-123.27,-128.47,-133.66,-138.57,-143.77,-148.82,-153.88,-158.93,-164.13,-169.46,-174.66,-179.71,-184.77,-190.1,-195.16,-200.21,-205.41,-210.6,-215.65,-220.71,-225.76,-230.96,-236.15,-241.21,-246.26,-251.6,-256.93,-261.99,-267.18,-272.38,-277.57,-282.91,-288.38,-293.72,-298.92,-304.11,-309.31,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-311.27,-310.57,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15,-310.15
5000,12350,12387,12428,12468,12508,12548,12588,12627,12667,12707,12747,12787,12827,12867,12907,12948,12988,13028,13068,13108,13148,13188,13228,13267,13307,13347,13387,13428,13468,13508,13548,13588,13628,13668,13708,13748,13788,13828,13868,13907,13948,13988,14028,14068,14108,14148,14188,14228,14268,14308,14348,14388,14428,14469,14509,14548,14588,14628,14668,14708,14748,14788,14828,14868,14908,14948,14989,15029,15069,15109,15149,15188,15228,15268,15308,15348,15388,15428,15468,15509,15549,15589,15629,15669,15709,15749,15789,15828,15868,15908,15948,15989,16029,16069,16109,16149,16189,16229,16269,16309,16349,16389,16429,16468,16509,16549,16589,16629,16669,16709,16749,16789,16829,16869,16909,16949,16989,17030,17070,17110,17149,17189,17229,17269,17309,17349,17389,17429,17469,17509,17550,17590,17630,17670,17710,17750,17789,17829,17869,17909,17949,17989,18029,18070,18110,18150,18190,18230,18270,18310,20000
0,0,0,0,0,0,0,0,0,0,0,0,0.28,2.25,5.62,9.69,14.46,19.24,24.29,29.34,34.54,39.73,45.21,50.83,56.16,61.5,66.69,72.03,77.22,82.84,88.31,93.65,99.27,104.74,109.94,115.55,120.89,126.5,131.98,137.6,143.07,148.41,153.88,159.08,164.27,169.75,174.94,180.28,185.61,190.95,196.15,201.62,206.96,212.01,217.35,222.54,227.88,232.93,238.13,243.74,248.94,254.55,259.89,265.36,270.56,275.9,281.37,286.99,292.46,298.08,303.7,309.73,315.49,321.67,327.7,333.74,339.91,346.09,351.99,357.32,362.8,367.85,372.76,377.82,380.77,382.03,382.31,382.45,382.87,382.31,381.75,381.19,380.77,380.35,379.64,378.1,375.57,372.77,369.96,366.59,363.09,360.14,357.2,354.25,351.44,349.06,346.39,343.45,343.02,343.02,343.02,343.02,343.02,343.02,343.02,343.02,343.73,344.71,345.41,345.97,346.39,346.67,347.1,347.52,348.08,348.78,349.76,350.74,351.72,352.69,353.8,354.35,354.77,354.77,354.77,354.77,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.77,354.77,354.77,354.77,354.77,354.77,354.77,354.77,354.77
5000,11934,11970,12011,12051,12091,12131,12171,12211,12251,12291,12331,12370,12410,12450,12490,12531,12571,12611,12651,12691,12731,12771,12811,12851,12891,12931,12971,13011,13051,13091,13131,13171,13211,13251,13291,13331,13371,13411,13451,13491,13532,13572,13612,13651,13691,13731,13771,13811,13851,13891,13931,13971,14011,14052,14092,14132,14172,14212,14252,14291,14331,14371,14411,14451,14491,14531,14572,14612,14652,14692,14732,14772,14812,14852,14892,14931,14971,15011,15051,15092,15132,15172,15212,15252,15292,15332,15372,15412,15452,15492,15532,15572,15612,15652,15692,15732,15772,15812,15852,15892,15932,15972,16012,16052,16093,16133,16173,16212,16252,16292,16332,16372,16412,16452,16492,16532,16572,16613,16653,16693,16733,16773,16813,16852,16892,16932,16972,17012,17052,17092,17133,17173,17213,17253,17293,17333,17373,17413,17453,17492,17532,17572,17612,17653,17693,17733,17773,17813,17853,17893,20000
0,0,-1.68,-5.2,-8.42,-12.64,-17.41,-22.46,-27.38,-32.57,-38.05,-43.39,-48.58,-54.2,-59.39,-64.73,-70.06,-75.12,-80.45,-85.79,-90.98,-96.32,-101.51,-106.71,-111.76,-117.1,-122.29,-127.49,-132.82,-138.3,-143.49,-148.55,-153.6,-158.94,-163.99,-169.33,-174.38,-179.72,-184.91,-189.82,-195.02,-200.07,-205.13,-210.18,-215.52,-220.71,-225.77,-230.82,-235.88,-240.93,-245.99,-251.32,-256.24,-261.43,-266.63,-271.82,-277.02,-282.07,-287.27,-292.18,-297.24,-302.43,-307.34,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89,-308.89
5000,12350,12387,12428,12468,12508,12548,12588,12627,12667,12707,12747,12787,12827,12867,12907,12948,12988,13028,13068,13108,13148,13188,13228,13267,13307,13347,13387,13428,13468,13508,13548,13588,13628,13668,13708,13748,13788,13828,13868,13907,13948,13988,14028,14068,14108,14148,14188,14228,14268,14308,14348,14388,14428,14469,14509,14548,14588,14628,14668,14708,14748,14788,14828,14868,14908,14948,14989,15029,15069,15109,15149,15188,15228,15268,15308,15348,15388,15428,15468,15509,15549,15589,15629,15669,15709,15749,15789,15828,15868,15908,15948,15989,16029,16069,16109,16149,16189,16229,16269,16309,16349,16389,16429,16468,16509,16549,16589,16629,16669,16709,16749,16789,16829,16869,16909,16949,16989,17030,17070,17110,17149,17189,17229,17269,17309,17349,17389,17429,17469,17509,17550,17590,17630,17670,17710,17750,17789,17829,17869,17909,17949,17989,18029,18070,18110,18150,18190,18230,18270,18310,20000
